id,fecha,ejercicio,sets,reps,peso,nota
1919,2025-08-26,Hip thrust,5,15,94.0,RPE 8
1920,2025-07-21,Press de banca,3,8,45.0,Normal
1921,2025-10-11,Hip thrust,4,2,136.5,Pesado
1922,2025-11-08,Remo con barra,5,2,39.0,Pesado
1923,2026-05-25,Press militar,4,11,112.5,RPE 9
1924,2026-03-06,Hip thrust,3,11,24.5,Pesado
1925,2025-12-26,Curl de bíceps,2,6,80.5,Normal
1926,2025-11-01,Press francés,4,1,53.5,Fallo cerca
1927,2025-08-23,Remo con barra,3,5,55.0,RPE 8
1928,2026-02-18,Press francés,5,13,31.0,RPE 8
1929,2025-10-31,Press francés,4,3,80.0,RPE 8
1930,2025-08-02,Elevaciones laterales,2,7,75.0,RPE 8
1931,2026-03-07,Press francés,2,3,122.5,Buen estímulo
1932,2026-03-18,Press de banca,5,9,79.0,Pesado
1933,2025-11-09,Sentadilla búlgara,4,13,75.0,RPE 9
1934,2025-12-25,Curl de bíceps,4,1,53.5,Fallo cerca
1935,2026-01-15,Press militar,1,7,50.5,RPE 9
1936,2026-04-15,Hip thrust,3,3,78.5,Normal
1937,2026-05-03,Curl de bíceps,3,10,131.0,Fácil
1938,2026-01-07,Hip thrust,1,5,27.5,Buen estímulo
1939,2025-08-03,Elevaciones laterales,4,11,96.5,Fácil
1940,2025-12-14,Elevaciones laterales,4,12,55.5,Fallo cerca
1941,2026-07-14,Press militar,4,12,147.0,RPE 8
1942,2026-01-03,Sentadilla búlgara,3,10,76.0,Normal
1943,2025-09-09,Press de banca,5,4,63.0,Fácil
1944,2026-06-09,Curl de bíceps,5,2,36.0,Normal
1945,2026-01-08,Elevaciones laterales,2,5,70.5,RPE 8
1946,2025-12-09,Hip thrust,3,6,73.0,Buena técnica
1947,2025-11-10,Peso muerto,5,15,62.0,Buena técnica
1948,2026-03-07,Press francés,4,11,126.0,Normal
1949,2026-03-22,Curl de bíceps,3,5,81.0,Fallo cerca
1950,2025-09-02,Sentadilla,4,6,63.0,Fácil
1951,2025-12-26,Press militar,1,14,73.5,Normal
1952,2026-05-12,Press francés,2,3,21.0,RPE 8
1953,2025-12-02,Press militar,5,5,119.0,Buen estímulo
1954,2026-05-21,Curl de bíceps,5,12,34.5,Pesado
1955,2026-01-14,Peso muerto,1,2,123.0,Normal
1956,2026-03-13,Hip thrust,2,6,103.0,Pesado
1957,2025-08-25,Sentadilla,4,14,84.0,RPE 9
1958,2025-12-17,Fondos lastrados,5,2,29.5,Fallo cerca
1959,2025-10-28,Press francés,5,14,143.0,Buen estímulo
1960,2025-09-30,Fondos lastrados,3,1,91.5,RPE 9
1961,2025-08-10,Peso muerto,5,6,147.5,Normal
1962,2026-05-17,Fondos lastrados,4,1,54.0,Fácil
1963,2026-03-12,Sentadilla búlgara,2,2,140.0,RPE 8
1964,2025-10-04,Remo con barra,5,6,117.0,Buena técnica
1965,2026-05-16,Sentadilla,5,13,78.5,RPE 9
1966,2025-08-07,Remo con barra,1,14,102.5,Buena técnica
1967,2025-11-27,Sentadilla búlgara,3,12,76.0,Normal
1968,2026-06-22,Remo con barra,4,7,110.0,Fácil
1969,2025-12-24,Fondos lastrados,3,11,66.5,Buena técnica
1970,2026-05-24,Elevaciones laterales,4,10,139.5,Buen estímulo
1971,2025-10-19,Sentadilla,4,13,56.5,Fácil
1972,2026-04-30,Fondos lastrados,3,1,63.5,RPE 9
1973,2026-01-18,Press de banca,4,7,61.5,RPE 9
1974,2025-10-10,Remo con barra,5,7,58.5,Buen estímulo
1975,2026-01-29,Press militar,4,5,28.0,Normal
1976,2026-04-29,Dominadas lastradas,2,3,137.5,Fácil
1977,2025-09-13,Elevaciones laterales,4,11,67.5,Buena técnica
1978,2026-06-06,Curl de bíceps,1,11,68.5,RPE 8
1979,2026-04-26,Curl de bíceps,5,6,93.0,Normal
1980,2026-05-07,Remo con barra,1,6,12.0,Buen estímulo
1981,2025-08-09,Press de banca,4,15,58.0,RPE 8
1982,2026-02-11,Sentadilla,2,14,104.5,Buena técnica
1983,2026-01-24,Remo con barra,5,9,39.5,Buena técnica
1984,2025-07-19,Sentadilla,5,4,89.5,RPE 8
1985,2025-11-12,Remo con barra,4,4,97.0,Fácil
1986,2025-07-27,Curl de bíceps,2,1,102.5,Buena técnica
1987,2026-06-23,Press militar,3,4,123.5,RPE 9
1988,2026-01-25,Peso muerto,3,11,45.0,RPE 9
1989,2026-07-16,Sentadilla,2,10,29.5,Normal
1990,2026-05-30,Press de banca,3,14,61.0,Buen estímulo
1991,2025-08-12,Sentadilla,2,11,60.5,RPE 8
1992,2025-08-21,Dominadas lastradas,1,7,97.0,RPE 8
1993,2026-06-26,Remo con barra,5,10,74.5,Normal
1994,2025-12-07,Sentadilla búlgara,5,4,95.0,RPE 8
1995,2025-12-07,Fondos lastrados,5,11,37.5,Buen estímulo
1996,2025-08-02,Hip thrust,5,6,75.5,Fallo cerca
1997,2025-08-30,Fondos lastrados,2,11,44.5,Fácil
1998,2026-04-17,Hip thrust,2,8,88.5,Pesado
1999,2025-12-17,Dominadas lastradas,1,4,144.0,Normal
2000,2026-01-20,Press de banca,2,5,17.5,Buen estímulo
2001,2026-04-07,Peso muerto,3,13,35.5,RPE 8
2002,2026-02-27,Fondos lastrados,2,2,60.5,Fácil
2003,2026-03-18,Sentadilla búlgara,1,12,16.5,RPE 8
2004,2026-02-23,Curl de bíceps,4,8,117.0,Buena técnica
2005,2026-05-11,Remo con barra,3,3,41.0,Buena técnica
2006,2025-11-10,Elevaciones laterales,2,4,35.5,Fallo cerca
2007,2026-04-03,Dominadas lastradas,5,1,121.0,Buena técnica
2008,2026-04-23,Fondos lastrados,4,12,115.5,Pesado
2009,2026-05-25,Sentadilla,3,3,12.5,RPE 8
2010,2026-04-17,Elevaciones laterales,2,1,50.0,Fácil
2011,2025-12-07,Remo con barra,2,6,136.5,Pesado
2012,2025-09-13,Elevaciones laterales,3,6,12.5,RPE 9
2013,2026-03-28,Dominadas lastradas,1,6,57.0,RPE 8
2014,2026-05-07,Sentadilla,3,15,94.5,Normal
2015,2025-07-22,Fondos lastrados,1,15,17.5,RPE 8
2016,2026-01-10,Fondos lastrados,4,11,112.5,Buena técnica
2017,2026-04-07,Peso muerto,1,5,66.0,Pesado
2018,2026-06-29,Press de banca,4,1,86.0,RPE 9
2019,2026-02-22,Remo con barra,1,4,45.5,RPE 8
2020,2026-04-14,Elevaciones laterales,2,3,95.5,Fácil
2021,2026-04-22,Dominadas lastradas,1,5,113.0,RPE 9
2022,2026-01-18,Peso muerto,4,8,70.5,RPE 9
2023,2025-11-04,Press francés,2,3,60.5,RPE 9
2024,2025-11-13,Press francés,1,2,73.5,Pesado
2025,2026-02-26,Dominadas lastradas,3,9,95.5,Buena técnica
2026,2025-07-22,Dominadas lastradas,2,6,89.5,Normal
2027,2025-10-11,Curl de bíceps,3,8,71.0,Fallo cerca
2028,2026-06-15,Press militar,5,15,77.0,Fallo cerca
2029,2025-11-21,Hip thrust,3,13,130.0,RPE 9
2030,2025-11-04,Dominadas lastradas,2,14,93.0,RPE 9
2031,2026-01-05,Sentadilla,5,10,39.0,Fácil
2032,2025-11-24,Sentadilla búlgara,4,2,32.5,RPE 9
2033,2025-07-21,Curl de bíceps,4,14,114.0,RPE 8
2034,2026-03-19,Sentadilla búlgara,1,7,103.0,RPE 8
2035,2026-06-08,Curl de bíceps,2,6,82.5,Normal
2036,2026-04-15,Press de banca,3,12,105.0,RPE 9
2037,2026-03-23,Sentadilla búlgara,3,1,53.0,RPE 8
2038,2025-12-15,Dominadas lastradas,5,10,105.0,Buen estímulo
2039,2025-10-26,Fondos lastrados,2,15,94.0,Buen estímulo
2040,2025-12-03,Sentadilla,4,12,47.0,Fácil
2041,2025-10-01,Fondos lastrados,1,9,55.5,RPE 8
2042,2025-08-04,Sentadilla búlgara,1,10,131.5,Fácil
2043,2026-03-20,Press militar,4,11,132.5,Normal
2044,2026-04-26,Press francés,2,2,39.5,Fácil
2045,2025-12-22,Hip thrust,3,14,107.5,Pesado
2046,2026-06-22,Sentadilla,5,14,40.0,Fácil
2047,2025-12-15,Elevaciones laterales,2,13,118.5,Pesado
2048,2026-04-19,Press francés,3,3,62.0,Fácil
2049,2025-12-17,Peso muerto,1,12,82.0,Buena técnica
2050,2026-04-17,Peso muerto,5,1,67.5,Fallo cerca
2051,2025-09-05,Sentadilla búlgara,2,8,66.5,Buena técnica
2052,2025-12-24,Elevaciones laterales,2,2,114.0,Buena técnica
2053,2026-01-24,Dominadas lastradas,5,14,99.0,Fallo cerca
2054,2026-04-28,Remo con barra,4,11,100.5,RPE 8
2055,2026-04-30,Press de banca,5,12,22.5,Buen estímulo
2056,2026-04-26,Curl de bíceps,1,6,104.5,Fácil
2057,2026-03-24,Press francés,2,4,62.5,Fallo cerca
2058,2026-03-14,Hip thrust,4,4,44.5,Fácil
2059,2025-12-07,Sentadilla búlgara,4,4,127.0,Fallo cerca
2060,2026-01-24,Remo con barra,2,1,136.5,RPE 9
2061,2025-08-02,Peso muerto,1,3,43.0,Fácil
2062,2025-09-18,Sentadilla,5,13,82.5,Fácil
2063,2026-03-22,Press militar,4,4,89.0,Fácil
2064,2026-07-02,Press militar,3,7,136.5,Fallo cerca
2065,2026-06-28,Curl de bíceps,5,3,126.0,RPE 9
2066,2025-09-15,Hip thrust,1,10,126.5,RPE 9
2067,2026-05-17,Press militar,4,4,40.5,Fallo cerca
2068,2026-04-21,Hip thrust,5,11,13.0,Fácil
2069,2025-12-02,Press francés,2,4,79.0,Buen estímulo
2070,2026-06-18,Press militar,1,11,100.0,Pesado
2071,2025-10-23,Sentadilla búlgara,1,7,131.5,Normal
2072,2026-01-16,Sentadilla búlgara,2,6,92.5,Fácil
2073,2025-12-14,Dominadas lastradas,5,10,93.0,Pesado
2074,2025-12-19,Fondos lastrados,2,12,78.5,Pesado
2075,2026-01-30,Press militar,1,5,83.5,Buen estímulo
2076,2026-04-10,Curl de bíceps,2,15,40.5,RPE 8
2077,2025-12-10,Dominadas lastradas,1,12,37.0,RPE 8
2078,2025-08-29,Press francés,1,10,16.5,Pesado
2079,2026-05-22,Peso muerto,5,5,107.5,RPE 8
2080,2026-07-14,Curl de bíceps,4,7,108.5,Fallo cerca
2081,2025-09-11,Fondos lastrados,4,2,25.5,RPE 9
2082,2026-05-30,Remo con barra,1,3,75.5,Buena técnica
2083,2026-02-28,Sentadilla,1,7,100.5,RPE 9
2084,2025-11-16,Remo con barra,3,3,116.0,Buen estímulo
2085,2026-04-26,Dominadas lastradas,4,15,141.0,RPE 9
2086,2025-11-03,Press de banca,3,10,140.0,Buena técnica
2087,2025-07-26,Hip thrust,3,1,57.0,Pesado
2088,2026-07-18,Remo con barra,4,1,128.5,RPE 8
2089,2026-07-02,Elevaciones laterales,2,14,135.5,Normal
2090,2025-07-25,Elevaciones laterales,4,2,134.5,Buena técnica
2091,2025-11-29,Peso muerto,1,14,92.5,Normal
2092,2025-11-12,Sentadilla,1,2,132.0,Fácil
2093,2026-06-06,Fondos lastrados,2,13,135.0,Normal
2094,2026-05-04,Curl de bíceps,1,4,78.5,Normal
2095,2026-07-11,Sentadilla búlgara,4,15,63.5,RPE 8
2096,2026-01-08,Fondos lastrados,2,10,35.5,Buen estímulo
2097,2025-11-05,Sentadilla,1,1,149.0,Pesado
2098,2026-07-03,Elevaciones laterales,2,5,100.0,RPE 9
2099,2026-04-08,Dominadas lastradas,3,11,79.0,RPE 9
2100,2025-09-01,Remo con barra,4,2,102.5,Pesado
2101,2026-07-06,Peso muerto,1,14,118.5,Fácil
2102,2026-05-02,Fondos lastrados,4,5,66.0,RPE 8
2103,2025-12-07,Dominadas lastradas,1,3,127.5,RPE 9
2104,2025-08-06,Press militar,1,14,31.5,RPE 9
2105,2025-09-13,Hip thrust,3,6,46.5,Buena técnica
2106,2026-06-02,Curl de bíceps,1,15,61.5,RPE 8
2107,2026-02-05,Hip thrust,3,6,104.5,RPE 8
2108,2025-09-30,Elevaciones laterales,5,14,120.0,RPE 9
2109,2026-02-03,Press militar,2,15,101.5,Buena técnica
2110,2026-06-15,Sentadilla,3,1,89.5,RPE 8
2111,2026-04-15,Press francés,5,5,30.5,Fácil
2112,2026-07-13,Hip thrust,3,3,133.5,Pesado
2113,2026-03-03,Press militar,4,13,109.5,RPE 9
2114,2026-03-05,Sentadilla búlgara,1,11,27.5,Normal
2115,2026-05-24,Press de banca,2,4,97.0,RPE 9
2116,2026-04-13,Fondos lastrados,5,12,17.0,Fácil
2117,2026-03-01,Sentadilla búlgara,3,6,14.0,RPE 9
2118,2025-12-18,Remo con barra,2,6,67.5,Pesado
2119,2025-08-01,Sentadilla,1,3,61.5,RPE 9
2120,2026-03-19,Fondos lastrados,3,4,114.5,Normal
2121,2025-10-23,Fondos lastrados,2,8,44.5,Fácil
2122,2025-11-21,Press militar,5,12,39.0,Buen estímulo
2123,2026-07-08,Sentadilla búlgara,4,14,138.0,Fácil
2124,2026-01-04,Hip thrust,4,10,101.5,Fallo cerca
2125,2026-03-05,Remo con barra,3,14,128.0,Pesado
2126,2025-09-27,Dominadas lastradas,1,15,15.5,Fácil
2127,2026-04-02,Curl de bíceps,2,2,137.5,Buen estímulo
2128,2026-05-22,Press francés,4,12,92.0,Fallo cerca
2129,2025-07-23,Curl de bíceps,1,9,103.0,Fácil
2130,2025-08-21,Remo con barra,5,8,116.0,Fallo cerca
2131,2025-08-26,Fondos lastrados,5,1,121.5,Buen estímulo
2132,2026-05-02,Sentadilla,3,15,107.0,Normal
2133,2026-05-09,Sentadilla búlgara,4,4,146.5,Fácil
2134,2025-08-27,Fondos lastrados,2,7,57.0,Pesado
2135,2025-11-11,Dominadas lastradas,4,7,86.5,Pesado
2136,2026-05-27,Sentadilla,5,15,148.0,RPE 8
2137,2025-12-16,Press de banca,5,7,46.5,Fallo cerca
2138,2026-04-30,Press francés,4,1,74.0,Pesado
2139,2025-11-19,Hip thrust,3,10,99.0,Fácil
2140,2026-04-29,Elevaciones laterales,2,15,98.0,Fácil
2141,2025-11-29,Press francés,2,9,18.0,Fácil
2142,2026-06-13,Peso muerto,3,9,125.0,RPE 8
2143,2025-09-12,Elevaciones laterales,3,13,12.5,Fácil
2144,2025-10-03,Peso muerto,5,1,42.0,RPE 8
2145,2026-03-07,Fondos lastrados,3,15,86.0,Fácil
2146,2026-02-12,Sentadilla,5,2,59.0,Normal
2147,2025-12-30,Press francés,4,15,95.5,Buena técnica
2148,2025-09-07,Press de banca,1,13,116.5,Fácil
2149,2025-10-12,Press de banca,2,15,131.5,Buen estímulo
2150,2026-01-28,Sentadilla,4,8,125.5,Fallo cerca
2151,2026-02-09,Sentadilla búlgara,2,3,83.5,Buen estímulo
2152,2026-04-14,Press francés,4,2,97.5,Normal
2153,2025-12-04,Sentadilla,2,1,91.5,RPE 8
2154,2025-09-17,Curl de bíceps,1,14,123.0,RPE 9
2155,2025-07-27,Peso muerto,2,7,106.0,Normal
2156,2025-11-24,Peso muerto,3,15,67.0,Fácil
2157,2025-08-20,Dominadas lastradas,4,11,45.0,Buen estímulo
2158,2026-03-26,Dominadas lastradas,2,15,30.0,Buen estímulo
2159,2025-12-22,Peso muerto,1,5,47.5,Pesado
2160,2025-08-06,Press de banca,3,8,23.5,Fallo cerca
2161,2026-02-17,Fondos lastrados,1,2,51.5,Buen estímulo
2162,2026-05-07,Press de banca,1,8,137.0,RPE 8
2163,2026-02-05,Dominadas lastradas,5,14,40.0,Normal
2164,2026-04-11,Remo con barra,5,6,27.0,Pesado
2165,2025-09-28,Dominadas lastradas,3,8,144.5,Fallo cerca
2166,2025-08-24,Press francés,3,1,144.5,Buena técnica
2167,2026-01-04,Sentadilla búlgara,3,7,45.5,RPE 8
2168,2026-06-30,Hip thrust,2,12,146.5,Pesado
2169,2026-07-12,Elevaciones laterales,3,7,98.0,Buena técnica
2170,2025-08-23,Sentadilla búlgara,4,3,102.5,RPE 8
2171,2025-11-22,Curl de bíceps,4,6,43.5,Pesado
2172,2026-02-07,Remo con barra,3,1,101.0,Fallo cerca
2173,2026-05-06,Fondos lastrados,2,1,60.5,Pesado
2174,2026-06-19,Hip thrust,1,6,146.0,RPE 9
2175,2026-06-05,Curl de bíceps,3,9,17.0,RPE 8
2176,2025-08-17,Press de banca,3,1,72.5,Buen estímulo
2177,2026-04-01,Fondos lastrados,2,14,31.5,Pesado
2178,2025-12-24,Press francés,2,11,88.0,RPE 8
2179,2026-04-30,Dominadas lastradas,1,11,42.5,Pesado
2180,2025-07-30,Press francés,4,5,28.5,Fácil
2181,2025-09-30,Hip thrust,1,1,60.5,RPE 9
2182,2026-05-19,Remo con barra,4,9,17.5,Normal
2183,2026-05-17,Peso muerto,3,14,86.5,Normal
2184,2026-06-12,Sentadilla,2,6,108.5,Buen estímulo
2185,2025-10-05,Curl de bíceps,4,12,116.0,Buen estímulo
2186,2026-05-03,Press militar,3,12,30.5,Buena técnica
2187,2025-12-18,Press francés,1,10,123.0,Pesado
2188,2025-09-30,Press militar,4,8,21.0,Fallo cerca
2189,2026-03-20,Curl de bíceps,4,5,143.0,Fácil
2190,2025-12-11,Curl de bíceps,5,3,13.5,Pesado
2191,2025-11-13,Elevaciones laterales,5,12,82.5,Buen estímulo
2192,2025-07-24,Elevaciones laterales,5,14,79.0,RPE 8
2193,2026-06-15,Press de banca,5,9,75.5,Pesado
2194,2025-08-29,Press francés,3,14,84.0,RPE 9
2195,2025-12-25,Hip thrust,1,13,129.0,RPE 8
2196,2026-02-22,Press de banca,4,6,128.5,Buen estímulo
2197,2025-10-27,Curl de bíceps,1,2,39.5,Normal
2198,2026-05-17,Hip thrust,1,4,44.5,Normal
2199,2026-05-26,Dominadas lastradas,4,2,42.5,Fallo cerca
2200,2025-08-18,Hip thrust,1,2,85.5,Fallo cerca
2201,2026-03-10,Elevaciones laterales,1,15,55.0,Buen estímulo
2202,2025-08-02,Sentadilla,1,8,64.5,Buen estímulo
2203,2026-02-21,Fondos lastrados,4,14,144.5,Fácil
2204,2025-08-01,Elevaciones laterales,4,14,54.0,Fallo cerca
2205,2025-09-07,Press militar,1,3,26.0,Fácil
2206,2025-10-12,Fondos lastrados,2,15,63.0,Buen estímulo
2207,2026-07-03,Sentadilla,1,9,129.5,Fallo cerca
2208,2025-07-19,Press de banca,3,5,132.5,Fallo cerca
2209,2025-11-27,Sentadilla búlgara,1,4,86.5,Normal
2210,2026-03-17,Fondos lastrados,1,10,73.0,Buen estímulo
2211,2026-02-18,Remo con barra,4,14,116.0,Buena técnica
2212,2025-08-08,Elevaciones laterales,4,3,70.0,RPE 8
2213,2026-06-01,Peso muerto,1,4,115.0,Pesado
2214,2025-12-23,Dominadas lastradas,3,5,128.0,Normal
2215,2026-04-30,Press francés,3,5,90.5,Buen estímulo
2216,2026-01-11,Dominadas lastradas,1,6,52.5,RPE 9
2217,2025-09-24,Fondos lastrados,5,12,54.5,Pesado
2218,2025-12-06,Curl de bíceps,1,2,106.0,Pesado
2219,2026-01-13,Press de banca,1,4,133.5,Fácil
2220,2026-02-22,Hip thrust,1,15,107.0,RPE 9
2221,2026-02-08,Sentadilla búlgara,3,6,99.5,Buena técnica
2222,2025-10-16,Sentadilla búlgara,2,8,43.0,Fácil
2223,2026-05-30,Elevaciones laterales,2,12,22.0,Fácil
2224,2026-01-01,Elevaciones laterales,5,14,148.5,Fácil
2225,2025-10-24,Press francés,4,9,148.0,Buen estímulo
2226,2025-10-30,Sentadilla,4,2,128.5,Fácil
2227,2026-06-26,Remo con barra,4,1,89.0,Fácil
2228,2025-11-22,Press de banca,3,13,126.5,RPE 8
2229,2025-12-20,Curl de bíceps,2,6,99.0,RPE 8
2230,2026-06-13,Curl de bíceps,1,11,32.0,Buen estímulo
2231,2026-02-01,Peso muerto,5,11,102.0,RPE 9
2232,2026-04-17,Press francés,1,4,57.5,RPE 9
2233,2025-12-12,Peso muerto,3,3,116.5,Buen estímulo
2234,2026-02-05,Elevaciones laterales,1,10,116.0,Buena técnica
2235,2026-05-28,Peso muerto,5,9,143.0,Fácil
2236,2025-10-14,Sentadilla búlgara,5,12,23.5,Pesado
2237,2025-10-08,Press militar,4,12,120.5,RPE 9
2238,2025-12-11,Press francés,3,3,83.0,Normal
2239,2026-05-24,Sentadilla búlgara,5,9,69.5,Buen estímulo
2240,2025-07-28,Press militar,3,15,20.5,Pesado
2241,2025-08-20,Hip thrust,5,9,31.5,Buena técnica
2242,2025-07-27,Elevaciones laterales,4,8,40.5,RPE 9
2243,2025-09-25,Sentadilla búlgara,4,3,34.5,Fallo cerca
2244,2026-03-02,Hip thrust,2,7,144.5,Pesado
2245,2026-03-27,Press de banca,4,10,129.5,Fallo cerca
2246,2025-10-08,Sentadilla,5,9,144.5,Fácil
2247,2025-08-17,Sentadilla búlgara,5,14,42.5,RPE 9
2248,2026-01-12,Remo con barra,2,12,147.0,Pesado
2249,2026-05-09,Curl de bíceps,1,1,145.0,Normal
2250,2026-02-11,Remo con barra,5,5,18.0,RPE 9
2251,2026-07-09,Fondos lastrados,1,6,20.0,Pesado
2252,2026-07-13,Dominadas lastradas,1,11,146.0,Buena técnica
2253,2026-05-10,Peso muerto,4,10,118.5,RPE 9
2254,2025-10-27,Press militar,3,6,81.5,Fallo cerca
2255,2025-11-15,Peso muerto,5,7,140.0,Fallo cerca
2256,2026-02-24,Fondos lastrados,2,9,35.0,Fallo cerca
2257,2025-12-16,Press militar,4,11,56.5,Fácil
2258,2026-07-03,Sentadilla,4,8,130.0,RPE 9
2259,2025-11-05,Fondos lastrados,2,1,107.5,RPE 9
2260,2025-12-18,Sentadilla búlgara,5,10,95.0,RPE 9
2261,2026-02-22,Hip thrust,3,7,29.0,Buena técnica
2262,2025-11-24,Sentadilla búlgara,4,8,126.5,Buena técnica
2263,2026-04-19,Sentadilla búlgara,1,1,143.0,RPE 8
2264,2025-08-12,Press de banca,3,12,15.5,RPE 9
2265,2026-07-10,Press francés,1,14,136.0,Fallo cerca
2266,2026-04-14,Sentadilla,2,5,96.5,Fácil
2267,2026-05-08,Sentadilla búlgara,3,7,75.5,Fácil
2268,2026-01-12,Hip thrust,3,6,31.5,Buena técnica
2269,2026-07-10,Dominadas lastradas,3,9,37.5,Fácil
2270,2026-04-06,Dominadas lastradas,1,7,79.5,RPE 9
2271,2025-08-14,Press francés,5,1,101.0,Fácil
2272,2025-09-29,Press francés,2,10,77.5,Fallo cerca
2273,2026-03-22,Sentadilla,3,11,27.5,Normal
2274,2025-12-27,Remo con barra,3,8,47.5,RPE 8
2275,2026-01-24,Sentadilla búlgara,1,4,88.0,Normal
2276,2025-09-01,Dominadas lastradas,2,9,91.5,RPE 9
2277,2025-11-24,Peso muerto,3,7,44.0,Fácil
2278,2025-12-21,Press de banca,2,11,102.5,RPE 9
2279,2026-01-04,Press militar,1,15,44.0,Pesado
2280,2026-06-29,Press francés,3,5,143.0,RPE 9
2281,2025-12-12,Sentadilla búlgara,3,10,92.5,Normal
2282,2025-12-25,Fondos lastrados,1,3,52.5,Pesado
2283,2026-04-28,Sentadilla búlgara,4,7,122.0,Pesado
2284,2025-10-16,Curl de bíceps,3,2,109.0,RPE 9
2285,2026-07-01,Elevaciones laterales,1,1,103.5,Buen estímulo
2286,2026-04-09,Dominadas lastradas,3,15,12.0,RPE 9
2287,2026-02-23,Elevaciones laterales,2,8,107.5,Normal
2288,2025-09-02,Sentadilla,2,10,74.0,Pesado
2289,2026-01-18,Sentadilla,4,6,74.5,Buena técnica
2290,2026-03-30,Fondos lastrados,3,3,67.5,Fácil
2291,2025-10-14,Dominadas lastradas,3,4,93.5,Fácil
2292,2026-02-24,Press de banca,5,6,116.0,RPE 8
2293,2025-11-24,Press militar,4,11,44.5,Fallo cerca
2294,2025-10-28,Curl de bíceps,1,1,104.0,Normal
2295,2025-12-15,Press francés,5,13,84.5,Fallo cerca
2296,2025-08-01,Press militar,5,11,54.0,Buena técnica
2297,2026-07-08,Elevaciones laterales,3,14,22.0,Fallo cerca
2298,2025-11-24,Dominadas lastradas,3,3,48.0,Buen estímulo
2299,2025-11-01,Sentadilla búlgara,1,13,55.5,RPE 9
2300,2025-09-02,Elevaciones laterales,5,11,84.5,RPE 8
2301,2025-09-20,Hip thrust,3,8,87.5,Fallo cerca
2302,2025-09-04,Press francés,3,2,143.0,RPE 9
2303,2026-03-30,Hip thrust,3,13,68.5,Buen estímulo
2304,2025-08-27,Press militar,1,4,143.0,Buen estímulo
2305,2025-11-18,Sentadilla,2,2,39.5,Buena técnica
2306,2025-12-30,Sentadilla,4,7,147.5,Normal
2307,2025-12-27,Sentadilla búlgara,3,12,24.0,RPE 9
2308,2026-04-18,Peso muerto,5,8,144.0,Pesado
2309,2025-09-24,Sentadilla búlgara,4,9,77.5,RPE 8
2310,2026-04-25,Peso muerto,2,1,140.5,Fallo cerca
2311,2025-07-18,Sentadilla,1,14,138.0,Fallo cerca
2312,2026-06-25,Dominadas lastradas,1,4,135.5,RPE 9
2313,2026-05-20,Elevaciones laterales,5,10,89.5,Buena técnica
2314,2025-12-12,Press militar,1,7,135.0,RPE 8
2315,2026-04-22,Elevaciones laterales,3,7,43.0,RPE 9
2316,2026-07-06,Press francés,5,3,53.5,RPE 8
2317,2026-06-29,Fondos lastrados,2,11,69.5,Fácil
2318,2026-06-05,Fondos lastrados,2,9,97.0,Fácil
2319,2026-03-20,Fondos lastrados,1,14,27.0,Buena técnica
2320,2026-01-20,Fondos lastrados,5,10,91.0,Pesado
2321,2026-04-30,Elevaciones laterales,4,8,29.5,RPE 8
2322,2026-04-06,Fondos lastrados,4,14,133.5,Fallo cerca
2323,2025-10-27,Dominadas lastradas,4,1,39.5,Pesado
2324,2026-05-29,Remo con barra,3,10,56.5,RPE 8
2325,2025-12-25,Hip thrust,2,5,52.5,Fácil
2326,2026-05-14,Press militar,1,10,84.5,RPE 9
2327,2026-07-02,Sentadilla búlgara,5,12,115.0,RPE 8
2328,2026-07-09,Sentadilla búlgara,3,1,84.0,Fácil
2329,2025-07-24,Remo con barra,1,13,89.0,RPE 8
2330,2026-04-30,Press de banca,3,10,33.5,Pesado
2331,2026-01-05,Press militar,5,7,121.0,Fallo cerca
2332,2026-01-27,Press de banca,5,5,142.0,Fácil
2333,2025-08-29,Sentadilla,1,9,68.0,Fácil
2334,2026-04-10,Hip thrust,3,3,112.5,Buen estímulo
2335,2026-02-26,Sentadilla,2,14,121.5,Normal
2336,2025-12-09,Press francés,1,10,28.0,Buen estímulo
2337,2026-06-30,Press militar,5,11,58.5,Pesado
2338,2026-06-16,Press militar,5,15,15.5,RPE 9
2339,2026-07-11,Elevaciones laterales,1,9,104.0,Fácil
2340,2025-08-19,Press de banca,4,13,44.0,Buena técnica
2341,2026-06-01,Sentadilla búlgara,4,2,116.5,Normal
2342,2025-07-31,Fondos lastrados,3,3,131.0,RPE 8
2343,2025-10-20,Dominadas lastradas,5,7,18.0,Normal
2344,2025-09-23,Peso muerto,4,9,142.5,Normal
2345,2025-08-30,Curl de bíceps,1,13,118.5,Normal
2346,2025-09-10,Remo con barra,1,1,14.5,Buen estímulo
2347,2025-09-07,Curl de bíceps,1,13,55.0,RPE 8
2348,2026-04-27,Peso muerto,4,9,50.5,RPE 9
2349,2026-07-04,Peso muerto,3,5,131.0,Pesado
2350,2025-11-26,Peso muerto,1,8,29.5,Buena técnica
2351,2026-07-08,Peso muerto,4,15,35.0,RPE 9
2352,2025-07-21,Hip thrust,5,13,72.0,RPE 8
2353,2026-05-21,Peso muerto,5,7,88.0,Fácil
2354,2025-09-03,Elevaciones laterales,3,8,110.0,Normal
2355,2026-04-10,Fondos lastrados,2,7,124.0,RPE 9
2356,2025-09-04,Remo con barra,1,12,44.0,RPE 8
