id,fecha,ejercicio,sets,reps,peso,nota
457,2026-02-25,Press militar,2,10,41.0,Pesado
458,2026-06-07,Sentadilla búlgara,2,9,76.5,RPE 8
459,2025-08-29,Sentadilla,3,2,97.5,Fallo cerca
460,2025-09-15,Press de banca,4,14,54.0,Fácil
461,2026-05-14,Press de banca,3,10,80.0,RPE 8
462,2025-12-31,Press de banca,3,5,140.0,Fácil
463,2026-04-04,Press militar,2,4,21.5,Fácil
464,2025-12-28,Peso muerto,3,9,43.0,Pesado
465,2026-05-19,Sentadilla búlgara,1,1,86.5,Normal
466,2025-12-16,Dominadas lastradas,5,6,76.0,Fácil
467,2026-05-02,Hip thrust,1,4,114.5,Buen estímulo
468,2025-10-09,Peso muerto,5,8,105.0,Buen estímulo
469,2025-12-24,Fondos lastrados,3,14,89.5,Fácil
470,2025-11-04,Sentadilla,3,11,10.0,Fallo cerca
471,2025-08-27,Elevaciones laterales,2,4,89.5,RPE 9
472,2025-08-30,Fondos lastrados,3,4,143.5,RPE 9
473,2026-04-03,Curl de bíceps,3,8,91.0,Normal
474,2026-03-19,Press de banca,5,3,92.5,Normal
475,2025-08-08,Press militar,1,6,83.5,Fallo cerca
476,2025-10-06,Hip thrust,5,10,97.0,Fácil
477,2026-05-01,Sentadilla búlgara,4,1,37.0,Normal
478,2026-03-13,Fondos lastrados,5,14,94.0,Fallo cerca
479,2025-07-28,Remo con barra,5,3,45.5,Buena técnica
480,2026-04-15,Remo con barra,2,7,73.5,Fallo cerca
481,2026-03-17,Press de banca,4,4,27.0,RPE 9
482,2025-09-07,Press militar,3,11,102.0,Fácil
483,2025-07-24,Curl de bíceps,1,11,35.5,Buena técnica
484,2026-05-19,Sentadilla búlgara,4,3,15.0,Buen estímulo
485,2026-03-17,Sentadilla búlgara,1,1,140.5,RPE 8
486,2025-11-15,Curl de bíceps,1,1,77.5,Buen estímulo
487,2025-09-15,Fondos lastrados,3,9,103.5,Fácil
488,2025-11-23,Press francés,1,7,48.5,RPE 8
489,2026-03-11,Press de banca,3,10,120.0,Fallo cerca
490,2025-10-25,Elevaciones laterales,5,9,57.0,Pesado
491,2026-01-04,Press militar,5,1,52.0,Pesado
492,2025-08-16,Dominadas lastradas,5,15,120.0,Buen estímulo
493,2026-01-07,Elevaciones laterales,5,6,54.0,Buena técnica
494,2026-02-03,Elevaciones laterales,2,4,62.5,Fallo cerca
495,2025-07-20,Dominadas lastradas,1,3,65.5,RPE 9
496,2025-10-17,Dominadas lastradas,5,4,128.0,RPE 9
497,2025-08-31,Hip thrust,1,1,40.5,Fácil
498,2026-04-09,Press militar,1,9,28.0,RPE 9
499,2026-02-02,Sentadilla búlgara,3,15,54.0,RPE 9
500,2025-08-25,Fondos lastrados,5,14,66.5,Fácil
501,2025-12-30,Curl de bíceps,5,3,61.0,Fácil
502,2025-11-14,Press militar,5,4,81.5,Fácil
503,2026-06-04,Dominadas lastradas,5,3,87.5,Normal
504,2026-05-13,Press de banca,4,15,75.0,Fallo cerca
505,2026-02-27,Sentadilla búlgara,1,5,92.5,Buena técnica
506,2025-12-19,Fondos lastrados,3,11,15.5,Buena técnica
507,2026-04-27,Dominadas lastradas,5,14,34.5,Pesado
